City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Ballina,AU,2022-01-03 19:51:34,-28.8667,153.5667,71.78,94,90,19.57
280,Rabo De Peixe,PT,2022-01-03 19:51:35,37.8,-25.5833,56.28,98,20,4.61
281,Mbandaka,CD,2022-01-03 19:51:35,0.0487,18.2603,75.79,48,95,3.2
282,Kharabali,RU,2022-01-03 19:51:35,47.4196,47.2568,24.93,79,100,14.92
283,Nizwa,OM,2022-01-03 19:51:35,22.9333,57.5333,70.86,63,24,4.12
284,Merauke,ID,2022-01-03 19:51:36,-8.4667,140.3333,79.27,85,100,8.81
285,Ouallam,NE,2022-01-03 19:51:36,14.3188,2.0866,70.11,23,36,10.96
286,Uvalde,US,2022-01-03 19:51:36,29.3669,-99.767,56.41,17,1,10.36
287,Andenes,NO,2022-01-03 19:51:36,69.3143,16.1194,28.38,74,0,20.71
288,Charagua,BO,2022-01-03 19:51:37,-19.8,-63.2167,98.17,24,0,10.65
289,Pagudpud,PH,2022-01-03 19:51:37,18.5616,120.7868,71.44,78,99,13.33
290,Kerema,PG,2022-01-03 19:51:38,-7.9631,145.7785,76.96,86,100,5.39
291,Castro,BR,2022-01-03 19:51:38,-24.7911,-50.0119,84.0,41,73,6.38
292,Nhulunbuy,AU,2022-01-03 19:51:39,-12.2333,136.7667,81.21,94,100,3.44
